A.g. Opiyo & Co. Advocates ,Nairobi,Nairobi County 
A.g.n Kamau Advocates ,Nairobi,Nairobi County 
Ali & Co. Advocates ,Nairobi,Nairobi County 
Albert Kamunde Advocate,Nairobi,Nairobi County 
Anthony H Khamati Advocate ,Nairobi,Nairobi County 
Amolo & Gachoka Advocates ,Nairobi,Nairobi County 
Archer & Wilcock Advocates ,Nairobi,Nairobi County 
Betty Mwenesi & Associates Advocate,Nairobi,Nairobi County 
Ataka Kimori & Okoth Advocates ,Nairobi,Nairobi County 
D.m. Mwangi Advocate ,Nairobi,Nairobi County 
Everlyne Ndegwa Advocate,Nairobi,Nairobi County 
F.n Njanja & Co. Advocates Advocate,Nairobi,Nairobi County 
Judith A. Ekin Advocate,Nairobi,Nairobi County 
G.k Kibira & Co. Advocates ,Nairobi,Nairobi County 
F.n. Wamalwa & Co. Advocate,Nairobi,Nairobi County 
Gatumuta & Co. Advocates ,Nairobi,Nairobi County 
James N. Gathaiya Advocate,Nairobi,Nairobi County 
Gertrude Matata & Co. Advocates ,Nairobi,Nairobi County 
Gitau Gikonyo & Company Advocates ,Nairobi,Nairobi County 
J.a. Guserwa & Co. Advocates ,Nairobi,Nairobi County 
J.k. Mwangi & Company Advocates ,Nairobi,Nairobi County 
J.s. Khakula & Company Advocates ,Nairobi,Nairobi County 
Esther Wanyoike Advocate,Nairobi,Nairobi County 
Dr. Tom Kabau Advocate,Nairobi,Nairobi County 
Esther Wanyoike Advocate,Nairobi,Nairobi County 
Elizabeth Wanjiru Chege Advocate,Nairobi,Nairobi County 
Kanchory & Co. Advocates ,Nairobi,Nairobi County 
Karen Mwende Nduva Advocate,Nairobi,Nairobi County 
Melanie Kemunto Advocate,Nairobi,Nairobi County 
Kemboy & Company Advocates ,Nairobi,Nairobi County 
Kiplangat & Associates Advocates ,Nairobi,Nairobi County 
Kithu Mbuthia Advocate,Nairobi,Nairobi County 
Lja Assocates Advocates ,Nairobi,Nairobi County 
Kounah & Co. Advocates ,Nairobi,Nairobi County 
Kuna & Company Advocates ,Nairobi,Nairobi County 
Josephine Mwangi Advocate ,Nairobi,Nairobi County 
Letangule And Company Advocates ,Nairobi,Nairobi County 
Magare Musundi & Co. Advocates ,Nairobi,Nairobi County 
Ahmed Mahmoud Advocate,Nairobi,Nairobi County 
Robert Gitau Advocate,Nairobi,Nairobi County 
Mativo & Co. Advocates ,Nairobi,Nairobi County 
Njuguna Matiri Advocate,Nairobi,Nairobi County 
George Ng�ang�a Mbugua Advocate,Nairobi,Nairobi County 
Melissa B.m. & Associates Advocates ,Nairobi,Nairobi County 
Mjd Associates Advocate,Nairobi,Nairobi County 
Mohammed Muigai Advocate,Nairobi,Nairobi County 
R. K. Muriungi Advocate,Nairobi,Nairobi County 
J.m. Guantai Advocate,Nairobi,Nairobi County 
B.m. Ochoi Advocate,Nairobi,Nairobi County 
V. Mawira Advocate,Nairobi,Nairobi County 
Mwangi Chege & Co. Advocates,Nairobi,Nairobi County 
Mwaura & Kiguatha Advocates ,Nairobi,Nairobi County 
Mwicigi Kinuthia Advocate ,Nairobi,Nairobi County 
Musyimi & Company Advocate,Nairobi,Nairobi County 
Nahashon M. Mwiti Advocate,Nairobi,Nairobi County 
N.k. Mugo & Co. Advocates ,Nairobi,Nairobi County 
Njaari Ngaruiya & Co. Advocates ,Nairobi,Nairobi County 
Njeri Onyango And Co. Advocates ,Nairobi,Nairobi County 
Nyachoti & Co. Advocates Advocate,Nairobi,Nairobi County 
Nyangito & Associates Co. Advocates ,Nairobi,Nairobi County 
Mwaniki Gachoka & Co. Advocates ,Nairobi,Nairobi County 
Dan Ogola Advocate,Nairobi,Nairobi County 
Job Odhiambo Advocate,Nairobi,Nairobi County 
Marie Kopiyo Advocate,Nairobi,Nairobi County 
Okwach & Company Advocates ,Nairobi,Nairobi County 
Njoroge O. Kimani Advocate,Nairobi,Nairobi County 
Cs Erick G. Omariba Advocate,Nairobi,Nairobi County 
"Ombati, Otieno, Opondo & Co. Advocates ",Nairobi,Nairobi County 
G. Moibi Mose Advocate,Nairobi,Nairobi County 
Edna Rweya Advocate,Nairobi,Nairobi County 
Evelyn Maina Advocate,Nairobi,Nairobi County 
Christine Nyabiage Advocate,Nairobi,Nairobi County 
Okulo & Company A Dvocates Advocate,Nairobi,Nairobi County 
Okundi & Co. Advocates ,Nairobi,Nairobi County 
I. J. Onyinkwa Advocate,Nairobi,Nairobi County 
D. O. Onyinkwa Advocate,Nairobi,Nairobi County 
R.w. Mbanya & Company Advocates ,Nairobi,Nairobi County 
S.m. Keyonzo Advocate,Nairobi,Nairobi County 
"Sachdeva, Nabhan & Swaleh Advocate",Nairobi,Nairobi County 
Shella Sheikh & Associates Advocates ,Nairobi,Nairobi County 
Faith Simiyu Advocate,Nairobi,Nairobi County 
Paul Kiranga Advocate,Nairobi,Nairobi County 
Paul Ogendi Advocate,Nairobi,Nairobi County 
Jill Juma Advocate,Nairobi,Nairobi County 
Michael Mwaniki Advocate,Nairobi,Nairobi County 
Gilbert Omware Advocate,Nairobi,Nairobi County 
Vincent Ombaka Advocate,Nairobi,Nairobi County 
Alakonya Zakayo Advocate,Nairobi,Nairobi County 
Victoria Nthenya Muya Advocate,Nairobi,Nairobi County 
Jimmy Simiyu Advocate,Nairobi,Nairobi County 
Jacinta M. Wambua Advocate,Nairobi,Nairobi County 
Wanjao And Wanjau Advocate,Nairobi,Nairobi County 
Wangai Nyuthe And Co Advocates ,Nairobi,Nairobi County 
Waweru Gatonye Advocate,Nairobi,Nairobi County 
Andrew Isaac Hayanga Advocate,Mombasa,Mombasa County
Vikram C. Kanji Advocate,Mombasa,Mombasa County
Sanjeev Khagrani Advocate,Mombasa,Mombasa County
Faiyaz Anjarwalla Advocate,Mombasa,Mombasa County
Yusuf M. Aboubakar Advocate,Mombasa,Mombasa County
Mwanakitina M. Bakari Advocate,Mombasa,Mombasa County
A.o. Hamza & Co. Advocates ,Mombasa,Mombasa County
Alp Advocates ,Mombasa,Mombasa County
Apollo Muinde & Ngonze Advocates ,Mombasa,Mombasa County
B. W. Kenzi & Company Advocates ,Mombasa,Mombasa County
Cootow & Associates Advocate,Mombasa,Mombasa County
Abdiwahid & Associates Advocates ,Mombasa,Mombasa County
Grace A. Okumu Advocate,Mombasa,Mombasa County
Gachiri Kariuki Advocate,Mombasa,Mombasa County
Duncan Chebukaka Advocate,Mombasa,Mombasa County
Jeffrey Musyoka Advocate,Mombasa,Mombasa County
Kahiga Mungai Advocate,Mombasa,Mombasa County
Stephen Njoroge Gikera Advocate,Mombasa,Mombasa County
Punit Vadgama Advocate,Mombasa,Mombasa County
Emma Ochieng Advocate,Mombasa,Mombasa County
Stella Musembi Advocate,Mombasa,Mombasa County
Jacqueline Munyaka Advocate,Mombasa,Mombasa County
Stephen Ouma Advocate,Mombasa,Mombasa County
Nancy Njeru Advocate,Mombasa,Mombasa County
Judith Mjeni Advocate,Mombasa,Mombasa County
Diana Kaeni Advocate,Mombasa,Mombasa County
Michael Njuguna Advocate,Mombasa,Mombasa County
Wangu Kariru Advocate,Mombasa,Mombasa County
Richard Mbuya Advocate,Mombasa,Mombasa County
J .A Abuodha & Co. Advocates ,Mombasa,Mombasa County
J.m Makau & Co. Advocates ,Mombasa,Mombasa County
Justin Sammy Kaburu Advocate,Mombasa,Mombasa County
Jackson Muchiri & Associates Advocates ,Mombasa,Mombasa County
John Kebaso Advocate,Mombasa,Mombasa County
John Magiya Advocate,Mombasa,Mombasa County
Joseph G. Gathuku Advocate,Mombasa,Mombasa County
Kadima Francis Advocate,Mombasa,Mombasa County
Kanji J. & Co. Advocates ,Mombasa,Mombasa County
Kiprop Cheruiyot & Co. Advocates ,Mombasa,Mombasa County
Daniel K Koech Advocate ,Mombasa,Mombasa County
Kariuki Gathuthi & Co. Advocates ,Mombasa,Mombasa County
Lumatete Muchai Advocate,Mombasa,Mombasa County
Muthee Soni Advocates ,Mombasa,Mombasa County
Madzayo Mrima & Jadi Advocates ,Mombasa,Mombasa County
Maina Njanga & Co. Advocates ,Mombasa,Mombasa County
"Menezes, Oloo & Chatur Advocates ",Mombasa,Mombasa County
Caleb Manase Ananda Advocate,Mombasa,Mombasa County
M.l. Alwenya & Co. Advocates ,Mombasa,Mombasa County
Mogaka Omwenga & Mabeva Advocates ,Mombasa,Mombasa County
Mulwa Nduva & Co. Advocates ,Mombasa,Mombasa County
D.k Wachira Advocate,Mombasa,Mombasa County
Mwahunga Mtana & Co. Advocates ,Mombasa,Mombasa County
Mwaniki Gitahi & Partners Advocate,Mombasa,Mombasa County
Njeru & Co. Advocates ,Mombasa,Mombasa County
"Sachdeva, Nabhan & Swaleh Advocate",Mombasa,Mombasa County
Miller & Co. Advocates ,Mombasa,Mombasa County
Sherman Nyongesa & Mutubia Advocates ,Mombasa,Mombasa County
Lilian Makokha Advocate,Mombasa,Mombasa County
Swaleh & Co. Advocates ,Mombasa,Mombasa County
Kiarie Kariuki & Githii Advocates,Mombasa,Mombasa County
Stephen Oddiaga & Company Advocates ,Mombasa,Mombasa County
V. W. Maina & Company Advocates,Mombasa,Mombasa County
Jack W. Matheka Advocate,Mombasa,Mombasa County
King�ang�ai J. Wachira Advocate ,Mombasa,Mombasa County
Wanja& Kibe Advocates ,Mombasa,Mombasa County
Yunis Mgupu & Co. Advocates ,Mombasa,Mombasa County
Mwaure & Mwaure Waihiga & Co. Advocates ,Mombasa,Mombasa County
Mwahunga Mtana & Co. Advocates ,Lamu,Lamu County
Orina Monari Advocate,Lamu,Lamu County
Carolyne A. Chilango Advocate,Lamu,Lamu County
Susan Lewa Advocate,Lamu,Lamu County
Kanyi J. Co. Advocates ,Lamu,Lamu County
Nyachiro Robert Arasi Advocate,Lamu,Lamu County
Farida K. Jadi Advocate,Lamu,Lamu County
David M. Kinyanjui Advocate,Lamu,Lamu County
Edga W Sichangi. Advocate,Lamu,Lamu County
Nyameta & Company Advocates ,Lamu,Lamu County
A.m. Omwancha Advocate,Lamu,Lamu County
Anthony Okuto & Co. Advocates ,Lamu,Lamu County
Jackline. C. Chepkwony Advocate,Lamu,Lamu County
Samson N. Gekanana Advocate,Lamu,Lamu County
Gicharu Kimani Advocate,Lamu,Lamu County
Joseph Karisa Mwarandu Advocate,Lamu,Lamu County
Patrick Shujaa Wara Advocate,Lamu,Lamu County
K. Lughanje Co. Advocates ,Lamu,Lamu County
Kanyi J & Company Advocates ,Lamu,Lamu County
Katsoleh & Company Advocates ,Lamu,Lamu County
Khaminwa & Khaminwa Advocate,Lamu,Lamu County
Machuka & Company Advocates ,Lamu,Lamu County
Philip Michira Advocate,Lamu,Lamu County
Mochere & Co. Advocates ,Lamu,Lamu County
Henry Muranje Advocate,Lamu,Lamu County
Nyakoe Macharia & Co. Advocates ,Lamu,Lamu County
Omagwa Angima And Co. Advocates ,Lamu,Lamu County
Tonia Mwania Advocate,Lamu,Lamu County
Walter O. Mayaka Advocate,Lamu,Lamu County
Wesley John Austin & Associates Advocates ,Lamu,Lamu County
Kipkosgei Choge & Co. Advocates ,Nandi,Nandi - County
Lel & Associates Advocates ,Nandi,Nandi - County
Sang & Co. Advocates ,Nandi,Nandi - County
S.k Kitur & Co. Advocates ,Nandi,Nandi - County
Abincha Mogambi Advocate,Kajiado,Kajiado - County
Ojwang� Agina Advocate,Kajiado,Kajiado - County
Abraham Kibet Chepkong�a Advocate,Kajiado,Kajiado - County
Samuel O. Aunga Advocate ,Kajiado,Kajiado - County
C. M. Ngugi Rebiro & Co. Advocates,Kajiado,Kajiado - County
Karen Mwende Nduva Advocate,Kajiado,Kajiado - County
D.m. Mwangi Advocate ,Kajiado,Kajiado - County
Morara Omariba Advocate,Kajiado,Kajiado - County
Itaya & Co. Advocates ,Kajiado,Kajiado - County
Audrey Muganda Mukweyi Advocate,Kajiado,Kajiado - County
Grace Macheru Advocate,Kajiado,Kajiado - County
Lucas M. Kang�oli Advocate,Kajiado,Kajiado - County
Maina Rogoi & Co. Advocates ,Kajiado,Kajiado - County
J. N Onchiri Advocate,Kajiado,Kajiado - County
L. Sereu Moinket Advocate,Kajiado,Kajiado - County
James .O. Onduso Advocate,Kajiado,Kajiado - County
Edward O. Oyolla Advocate,Kajiado,Kajiado - County
Aliceyano Advocate,Kajiado,Kajiado - County
Maurice M.nzavi Advocate,Kajiado,Kajiado - County
Rogers Ombachi & Co. Advocates ,Kajiado,Kajiado - County
Noah Milia Meeli Advocate,Kajiado,Kajiado - County
Seneti Ongwae Albert Advocate,Kajiado,Kajiado - County
C.k. Wari Advocate ,Kajiado,Kajiado - County
Waweru Munyi Advocate,Kajiado,Kajiado - County
William Kibet Kiptoo Advocate,Narok,Narok County Advocate
K.k. Kilele Advocate ,Narok,Narok County Advocate
Onesmus Leempaa Advocate,Narok,Narok County Advocate
"Mara House, 1St Floor, Suite 19 Advocate",Narok,Narok County Advocate
James .O. Onduso Advocate,Narok,Narok County Advocate
Ombati B. Daniel Advocate,Narok,Narok County Advocate
Julius Ole Yenko Advocate,Narok,Narok County Advocate
Charles Saina Sena Advocate,Narok,Narok County Advocate
Muranga County Advocate,Narok,Narok County Advocate
Jimmie Mungai Advocate,Narok,Narok County Advocate
A.m. Kilonzi & Co. Advocates ,Kitui,Kitui County
Ck Nzili & Co. Advocates ,Kitui,Kitui County
Mm Kimuli & Co. Advocates ,Kitui,Kitui County
Apollo Muinde & Ngonze Advocates ,Kitui,Kitui County
Katunga Mbuvi Advocate ,Kitui,Kitui County
Mulu & Company Advocate,Kitui,Kitui County
Mbaluka Advocates ,Kitui,Kitui County
James O. Abande Advocate,Kisumu,Kisumu County
Amadi Benjamin Advocate,Kisumu,Kisumu County
K. O. Amondi Advocate ,Kisumu,Kisumu County
Daphne R.a. B. Okech Advocate,Kisumu,Kisumu County
Dick Anyull Enock Advocate,Kisumu,Kisumu County
Duke Simeon Onyari Advocate,Kisumu,Kisumu County
K�owinoh K.d. Omondi Advocate,Kisumu,Kisumu County
Gerald O Kimanga Advocate,Kisumu,Kisumu County
Hellen A.kuke Advocate,Kisumu,Kisumu County
George N. Awino Advocate,Kisumu,Kisumu County
Ben Nyanga Advocate,Kisumu,Kisumu County
Odhiambo Ouma & Co. Advocates ,Kisumu,Kisumu County
M.j. Okumu & Associates Advocate,Kisumu,Kisumu County
Mitchell J. B. Menezes Advocate,Kisumu,Kisumu County
"Mulondo, Oundo, Muriuki & Company Advocates ",Kisumu,Kisumu County
Kennedy Owiti Advocate,Kisumu,Kisumu County
Dan Ogola Advocate,Kisumu,Kisumu County
Job Odhiambo Advocate,Kisumu,Kisumu County
Marie Kopiyo Advocate,Kisumu,Kisumu County
Onsongo & Co. Advocates ,Kisumu,Kisumu County
"Otieno, Yogo, Ojuro & Company Advocates ",Kisumu,Kisumu County
R.o Njonga Advocate,Kisumu,Kisumu County
S. Otieno Madialo Advocate,Kisumu,Kisumu County
"Olel, Onyango, Ingutiah & Company Advocate",Kisumu,Kisumu County
Saende & Ochola Advocates ,Kisumu,Kisumu County
Wasuna & Company Advocate,Kisumu,Kisumu County
Onyango Michael Samuel Advocate,Kisumu,Kisumu County
Dave L Siganga Advocate,Kisumu,Kisumu County
Lynette Omollo Advocate,Kisumu,Kisumu County
Tom Mboya Martin Advocate,Kisumu,Kisumu County
Makueni County. Advocate,Kisumu,Kisumu County
Nzaku And Nzakuadvocates Advocate,Kisumu,Kisumu County
Pius Mutuku Mbithuka Advocate,Kisumu,Kisumu County
Hon. Mr. Justice (Rtd) Alex Etyang Advocate,Uasin Gishu,Uasin Gishu County
Abraham Kibet Chepkong�a Advocate,Uasin Gishu,Uasin Gishu County
Josiah. M. Alwang�a Advocate,Uasin Gishu,Uasin Gishu County
A.a. Andambi Advocate ,Uasin Gishu,Uasin Gishu County
C.k. Mitei Advocate,Uasin Gishu,Uasin Gishu County
P.k.k.a. Birech Advocate,Uasin Gishu,Uasin Gishu County
J.k. Korir Advocate,Uasin Gishu,Uasin Gishu County
Charles Duke Nyamweya Advocate,Uasin Gishu,Uasin Gishu County
C.f.Otieno & Co. Advocates ,Uasin Gishu,Uasin Gishu County
J. K Chebii Advocate,Uasin Gishu,Uasin Gishu County
Victoria C. Lagat Advocate,Uasin Gishu,Uasin Gishu County
Daisy J. Chepkurui Advocate ,Uasin Gishu,Uasin Gishu County
David K. Korir Advocate ,Uasin Gishu,Uasin Gishu County
E.k Melly & Co. Advocates ,Uasin Gishu,Uasin Gishu County
G.o. Obudho & Co. Advocates ,Uasin Gishu,Uasin Gishu County
M.w. Gitonga Advocate,Uasin Gishu,Uasin Gishu County
J.k Birir Advocate,Uasin Gishu,Uasin Gishu County
J.m.kimani & Co. Advocates ,Uasin Gishu,Uasin Gishu County
Lang At Richard Kamau Advocate,Uasin Gishu,Uasin Gishu County
Kalya Advocate Advocate,Uasin Gishu,Uasin Gishu County
"Keter, Nyolei & Co. Advocates ",Uasin Gishu,Uasin Gishu County
Linah J.k. Kigen Advocate ,Uasin Gishu,Uasin Gishu County
Kimaru Kiplagat & Co. Advocates ,Uasin Gishu,Uasin Gishu County
Magare Musundi & Co. Advocates ,Uasin Gishu,Uasin Gishu County
Magut & Sang Associates Advocates ,Uasin Gishu,Uasin Gishu County
"Manani, Ulan & Mwatich Advocates ",Uasin Gishu,Uasin Gishu County
Lydia K. Orina Advocate,Uasin Gishu,Uasin Gishu County
Martim & Company Advocates ,Uasin Gishu,Uasin Gishu County
Josephat Mburu Maina Advocate,Uasin Gishu,Uasin Gishu County
